Sample,LFQ_Int_CP35491,LFQ_Int_CP10882,LFQ_Int_CN06567,LFQ_Int_CP16894,LFQ_Int_CP22324,LFQ_Int_CH10571,LFQ_Int_CN30310,LFQ_Int_CP19452,LFQ_Int_CM5736,LFQ_Int_CN14704,LFQ_Int_CN39836,LFQ_Int_CP28844,LFQ_Int_CP34310,LFQ_Int_CP34241,LFQ_Int_CP34736,LFQ_Int_CP21176,LFQ_Int_CP24232,LFQ_Int_CN29552,LFQ_Int_CN36290,LFQ_Int_CP23023,LFQ_Int_CN35769
Label,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade
Q5SSJ5,14995000,328110000,102970000,195410000,100240000,159160000,129070000,188120000,7523000,53135000,297590000,2308600,1154000,30001000,5452800,1017500000,115040000,419160000,138380000,147840000,51847000
Q63ZY3,30223000,183650000,81523000,62868000,88577000,33823000,3017300,50974000,16535000,31375000,75169000,7079900,2647100,30833000,35271000,344060000,36798000,130070000,115910000,82635000,124430000
Q66K74,20248000,271380000,96397000,235450000,18745000,4234700,4317600,32793000,221980,30122000,90219000,2101700,2208700,7761700,27616000,236870000,82481000,242700000,66791000,46795000,120850000
Q6UWR7,339930000,3292100000,338240000,1926800000,433170000,1836400000,6967000,448910000,123560000,245130000,1352400000,227510000,24228000,343830000,231070000,4601800000,596810000,5271200000,317720000,219100000,813970000
Q6UXI9,26611000,221360000,31144000,555630000,20870000,224430000,20944000,16742000,179280000,437880000,382290000,21044000,2016000,14565000,7183100,47113000,448550000,1817300000,69788000,7523200,57257000
Q6WCQ1,9484200,625600000,28684000,58593000,4605400,43477000,25324000,40163000,9261100,5087900,92837000,12452000,76585000,4037900,32683000,260380000,39937000,121540000,20171000,54258000,96580000
Q6ZMP0,19433000,2198200000,15061000,3301900000,414730000,430460000,3608500,97770000,36583000,503940000,1493900000,22876000,2160100,335070000,168610000,99311000,61964000,1959300000,102830000,93930000,473990000
Q71U36,306690000,7308200000,5111600000,4672300000,2407500000,2480700000,2315600000,824280000,435710000,1239800000,2703100000,165910000,40158000,482020000,402630000,5052900000,1417400000,10410000000,3181800000,2875400000,2805500000
Q7KZF4,15050000,596850000,104520000,131460000,98335000,153460000,102970000,97489000,19317000,151220000,156080000,996120,1192100,15124000,4752700,502290000,78693000,426450000,61978000,66415000,193800000
Q7Z4W1,81452000,285280000,89259000,5754400,17529000,6144400,22987000,3763500,3634100,9288400,28629000,1076900,755400,15275000,28040000,113220000,49667000,97687000,50665000,55781000,31910000
Q86VP6,61353000,398450000,262810000,160870000,154900000,139270000,125190000,56969000,53920000,108690000,333710000,4406400,126560,57380000,28585000,612920000,133100000,344300000,138570000,179380000,283090000
Q8IYT4,91309000,501110000,321030000,647250000,402100000,2017600,222970000,200440000,684810000,167410000,339420000,54931000,10748000,120350000,237650000,356060000,101050000,175820000,542970000,739180000,568770000
Q8N8S7,54469000,1805800000,117780000,801560000,50827000,377020000,18574000,6965900,3016200,51402000,890630000,232370,1030300,121020000,86490000,342650000,19453000,2379000000,91846000,55796000,240670000
Q8NBS9,5355200,560100000,176820000,1048400000,187980000,343350000,156720000,105710000,30099000,597480000,449850000,10785000,997250,99734000,108220000,644420000,70745000,1040300000,618060000,448520000,386850000
Q8WUM4,35828000,224290000,174330000,121230000,168430000,134290000,112130000,125410000,24006000,90728000,153910000,16724000,966540,42717000,57730000,342030000,68768000,256490000,157490000,204940000,317140000
Q92597,55485000,5385200000,860800000,737960000,104780000,517910000,20568000,586720000,92444000,165490000,832460000,31294000,1471200,67338000,63269000,2434700000,207870000,1789200000,1188500000,940750000,441270000
Q92688,43573000,124850000,103630000,128250000,53777000,107960000,40934000,20675000,2242700,7727600,127130000,21881000,2634200,16323000,16319000,181550000,7453800,86042000,117280000,40838000,80090000
Q92841,79085000,592590000,167080000,268880000,138060000,236870000,184020000,127350000,24043000,205540000,284500000,1578700,1126500,90093000,48728000,599570000,61926000,341760000,175490000,123410000,189770000
Q92896,21932000,451940000,239170000,437400000,192240000,265710000,144190000,66333000,3522600,73010000,395110000,8495500,1529200,78639000,76401000,770140000,112290000,640130000,321590000,307750000,275490000
Q92945,37415000,645180000,242540000,113370000,72237000,254130000,383050000,65954000,17097000,111530000,347050000,37026000,271010,66522000,69305000,705280000,42251000,490720000,153670000,191030000,222930000
Q969X5,20642000,325570000,123820000,97510000,133690000,72893000,19152000,6980200,1348700,9994500,181440000,951300,310980,25366000,2820200,472680000,19129000,551310000,401520000,188590000,136520000
Q96CX2,4499400,337360000,173320000,281640000,197580000,87772000,32460000,240160000,53438000,94606000,346550000,22991000,638040,67453000,32147000,515830000,115390000,445320000,100900000,496930000,206320000
Q96DG6,35230000,245910000,484780000,105960000,136560000,134370000,109090000,118960000,28228000,131440000,341020000,858150,114780,4070900,28646000,1255100000,425280000,206950000,1740300000,1011000000,892150000
Q96HN2,157630000,1017300000,1033400000,287630000,305500000,752150000,66480000,370220000,10982000,110120000,211440000,20541000,4893700,54056000,40349000,1395000000,175750000,510110000,331980000,543810000,1999000000
Q96KP4,36564000,340170000,195220000,179120000,96374000,96231000,89966000,116270000,14204000,72148000,248920000,751170,175050,18137000,23162000,497050000,128440000,224300000,364160000,266680000,136570000
Q96QK1,49376000,403200000,221260000,171300000,136930000,83090000,75632000,37037000,16155000,65464000,136380000,7565900,524010,35680000,17722000,457260000,125480000,192210000,128130000,80689000,202890000
Q99497,121890000,1308800000,1691900000,705260000,552110000,328380000,592740000,410340000,121590000,156980000,768360000,36253000,860710,129900000,92224000,2390900000,605380000,1515600000,1248700000,736710000,1190400000
Q99536,16522000,609860000,292740000,327950000,239850000,195920000,23834000,30268000,34491000,27816000,140360000,25351000,1258000,17375000,16898000,586270000,79416000,662340000,317820000,148730000,494180000
Q99584,64667000,566650000,249280000,176630000,115930000,112740000,47429000,221560000,27139000,74886000,82093000,30257000,2341500,16820000,87413000,665700000,145960000,307650000,158390000,191350000,297870000
Q99623,168900000,1421600000,1010600000,323850000,295140000,542730000,267950000,312300000,111420000,485590000,913190000,65995000,855120,215750000,167510000,1579900000,342750000,1636500000,630700000,525000000,343290000
Q99714,79716000,915930000,350590000,172950000,129140000,85057000,14807000,80580000,5138200,121720000,157250000,2815700,739460,30424000,27207000,635300000,117270000,680310000,228750000,154240000,214810000
Q99715,577650,216300000,2292200,73498000,3944700,20602000,17010000,3283600,319170000,2595600,2238100,306900,361620,778950,28100000,1655500,30827000,2949500,5810300,14303000,2081300
Q99733,21960000,329870000,238940000,247660000,179850000,101790000,70931000,97419000,48063000,53036000,163600000,4780800,4176900,67308000,8893800,509220000,117760000,270230000,150850000,120160000,226190000
Q99829,35365000,317810000,87373000,162830000,92899000,51355000,78235000,29043000,16632000,80442000,163270000,7422100,944310,41812000,2988900,195230000,59516000,152240000,141800000,56812000,185780000
Q99959,15162000,604390000,52380000,118800000,61689000,7473300,751610,188340000,13572000,7416400,145890000,276650,1303500,5957600,3155000,1293600000,137750000,56604000,577830000,742050000,362230000
Q9BSJ8,13506000,427790000,86218000,119720000,124850000,84042000,34544000,55865000,22725000,56129000,156580000,8596900,9853200,43022000,17485000,262470000,45454000,338890000,74203000,132210000,207580000
Q9BV57,39066000,946130000,139230000,149890000,260730000,192100000,3737000,227750000,8462400,76078000,224930000,1649900,744540,30602000,61982000,341110000,65921000,119510000,239930000,56027000,276200000
Q9BVK6,70374000,728630000,179070000,263480000,145380000,79058000,18866000,92190000,7362200,141940000,45724000,112220000,11114000,59955000,49099000,303870000,65474000,854980000,189120000,200000000,190590000
Q9BZZ5,5251700,177600000,116820000,67799000,66755000,47879000,34397000,41960000,13355000,61503000,94214000,1041100,433310,4218900,20242000,185990000,13469000,70492000,47248000,81911000,68515000
Q9C0J9,197320000,33890000,544920000,398910000,338590000,153740000,2026700000,432290000,1035900000,281710000,251390000,88923000,2239100,57368000,72338000,630080000,402810000,619620000,569800000,1495500000,402610000
Q9GZM7,4801400,37744000,68924000,786130,32739000,13518000,19726000,37775000,60064000,1232400,13604000,494010,476230,158810,1384000,90212000,259940000,303480000,489860000,131070000,49355000
Q9H0U4,81625000,1378500000,598930000,376890000,428510000,452640000,342030000,112990000,77693000,84658000,743090000,12332000,15907000,95803000,107560000,1107000000,324600000,577660000,459590000,342460000,547850000
Q9H4M9,59236000,1808800000,127320000,135560000,321410000,752490000,27454000,392790000,50649000,100870000,344110000,23677000,3042000,88173000,78743000,917800000,117150000,636120000,159680000,263110000,435690000
Q9H8H3,159470000,1232900000,836230000,351290000,338340000,119620000,293400000,228490000,176770000,160950000,379020000,59739000,3601300,52742000,17227000,1402700000,586490000,828460000,305450000,1090900000,577810000
Q9HB71,43176000,264630000,51357000,107580000,52164000,51747000,11140000,28413000,11604000,155340000,176330000,2279900,528770,15003000,31612000,370740000,47067000,150290000,28341000,63416000,57769000
Q9HC35,20419000,158560000,3858800,6178000,52618000,36059000,6946900,21997000,4207700,58869000,192760000,900070,1684300,9829200,3710000,573860000,24960000,194690000,11547000,15630000,56642000
Q9HDC9,74758000,381410000,406850000,373560000,201850000,223700000,353050000,110430000,3011900,60327000,273000000,76345000,855130,55328000,75336000,504330000,77241000,999620000,387190000,344160000,436300000
Q9NQC3,64263000,1472500000,666120000,371170000,230130000,491360000,168690000,177180000,6768000,88962000,182850000,63035000,661450,102140000,66179000,856370000,74444000,1661200000,598450000,848940000,664410000
Q9NX63,12970000,201490000,206590000,249550,110070,7760900,79761000,164270000,2467700,5821900,270380000,14607000,14684000,4279400,17504000,289790000,2736100,293380000,3986600,140730000,1407900
Q9NYL9,1831900,499160000,134700000,116600000,127590000,58712000,21758000,63051000,22078000,110200000,180460000,2580400,774900,11604000,2711200,1135600000,88718000,272460000,118910000,131270000,260180000
Q9NYU2,13870000,335360000,46561000,127080000,80516000,42582000,59327000,26896000,2800700,27583000,134050000,474720,164500,1274000,8181900,235730000,15323000,287300000,68000000,85805000,54569000
Q9NZN4,1440800,867220000,49887000,46889000,22058000,146570000,5788400,167070000,32978000,7336800,135220000,26525000,4562400,20026000,17986000,575350000,63570000,138360000,369360000,465050000,40529000
Q9NZW5,10049000,151950000,21129000,12155000,39061000,107910000,5680100,54533000,12325000,19158000,42483000,565930,324310,2985600,1863000,340630000,133260000,18628000,36930000,18754000,116560000
Q9P2E9,36568000,1182700000,221220000,1179700000,358920000,361680000,402840000,111040000,44981000,267440000,928500000,3711700,225420,136490000,136850000,825420000,99382000,2147800000,627410000,285690000,646740000
Q9UBG0,29348000,417770000,276790000,275980000,467310000,399840000,179450000,149460000,29311000,237210000,401080000,7729100,92890,67075000,27601000,797950000,94329000,824820000,243210000,189790000,442540000
Q9UBX5,2154400,5800000000,38961000,964630000,130050000,177630000,55546000,197380000,169670000,157870000,317270000,27631000,5143800,49982000,265420000,85577000,2926200,317090000,54841000,38450000,39027000
Q9UEY8,59543000,819800000,249210000,338750000,304850000,143210000,62493000,89310000,52202000,62825000,226770000,8977800,1140000,46258000,33264000,1154800000,107810000,562380000,327280000,286400000,591820000
Q9UHB6,20986000,120950000,47191000,94770000,421770000,10038000,35456000,3223600,1648200,22932000,183450000,1272600,5110800,2396900,48588000,90210000,42217000,70108000,81768000,33909000,334580000
Q9UIJ7,39518000,253280000,102510000,84109000,180930000,56694000,57347000,179390000,31621000,55756000,181160000,10212000,1101100,10209000,31624000,397130000,78856000,152420000,178180000,124520000,134890000
Q9UNM6,62349000,156350000,85264000,42776000,34552000,103020000,52018000,7465200,18109000,24119000,73061000,15524000,6847300,86056000,29927000,225470000,51106000,114290000,28956000,51932000,71630000
Q9Y230,43260000,384650000,115740000,115720000,29860000,85178000,98872000,9197800,25868000,40452000,146550000,15027000,2307700,22469000,13015000,277880000,63757000,153290000,96917000,44195000,120490000
Q9Y277,86998000,308230000,287500000,212320000,367240000,154970000,101010000,160130000,4480900,95969000,274990000,10189000,419790,50722000,34887000,1000700000,174740000,633110000,558550000,307010000,264380000
Q9Y2B0,12357000,160830000,114120000,69646000,54559000,79155000,142250000,78881000,25151000,68668000,147530000,7759300,1657200,13690000,8190000,191100000,32909000,281060000,120750000,102040000,87137000
Q9Y3I0,25700000,814930000,194060000,140280000,225970000,185890000,83019000,68193000,18984000,99694000,192330000,2003500,532410,26994000,37384000,593720000,82746000,449880000,107860000,210030000,231100000
Q9Y3Z3,15060000,304060000,139040000,258390000,31666000,57602000,34567000,65598000,5180500,196740000,243110000,1080400,3078400,97150000,31351000,315300000,162540000,450660000,62130000,66030000,133210000
Q9Y490,141500000,1471600000,762400000,714910000,513660000,290450000,159260000,349730000,188850000,299320000,743030000,26624000,1738500,230090000,148910000,1507400000,359340000,926520000,702720000,701460000,697770000
Q9Y4G6,4950600,803590000,266630000,129010000,84200000,54665000,1513000,119280000,916070,53631000,168740000,1217500,836090,5313200,8902000,829180000,74924000,112640000,156600000,262750000,279960000
Q9Y4L1,29456000,312480000,89494000,112780000,49697000,33413000,37752000,34887000,2981400,42363000,110230000,3425200,691810,17031000,22625000,185880000,43107000,113800000,61437000,64220000,77591000
Q9Y6C2,13685000,1484300000,243850000,199810000,202810000,117810000,230610000,186840000,54504000,480800000,437460000,272770000,1795300,113060000,142540000,296990000,208750000,2153900000,125010000,47328000,132380000
Q9Y6C9,106300000,634170000,539720000,159740000,319990000,202610000,147540000,178790000,6700300,117690000,283010000,3371000,1365700,47259000,14014000,972830000,117730000,271300000,346470000,196870000,382310000
A0FGR8,7038300,234430000,20460000,8617100,59101000,35049000,13371000,3158300,3795200,36504000,85111000,8365400,31398838,16115000,3345500,87333000,37116000,48155000,43325000,71651000,118620000
O00231,57361000,283440000,159080000,158960000,97370000,106610000,66476000,73236000,9098800,12205000,119350000,3101900,1532000,37436000,26939000,367210000,67594000,214720000,116420000,109240000,159600000
O00468,7856800,469960000,60008000,41640000,62429000,167640000,45224000,36338000,4961100,31751000,36615000,729340,7006120,7708500,35158000,134280000,54957000,253940000,121560000,218110000,68659000
O00487,17099000,342420000,64392000,65121000,31983000,56456000,36347000,26117000,9736500,21272000,42581000,6951020,899820,29074000,38384000,157870000,32131000,149840000,53063000,54497000,47536000
O00571,12137000,285190000,133320000,166620000,112910000,96454000,56518000,59448000,15918678,51429000,182720000,2172700,1402600,91360000,22670000,246540000,44263000,145180000,128640000,108750000,123040000
O00764,48325000,1588300000,301380000,317830000,60192000,106760000,82615000,22214000,20525000,63234000,307190000,7342400,759319.8,79610000,70485000,440250000,128290000,153350000,643700000,210160000,206430000
O14498,31083000,255510000,111860000,35837000,22391000,51132000,36388000,76873000,14083000,31680000,104250000,4775000,11598110,99839000,87870000,170490000,13387000,291620000,130170000,67893000,74130000
O14617,9946900,372420000,28987000,12350000,31571000,164780000,31810000,4558900,12114843,120050000,48259000,1367000,281000,3561300,5766500,366370000,17969000,116510000,39417000,19669000,44143000
O14639,37588000,562720000,34329000,324490000,31722000,67693000,47429000,3677900,10028574,15947000,120880000,1804400,6777300,54236000,12549000,77833000,5363800,242380000,9509700,35645000,30503000
O14828,8385100,167420000,69740000,28163000,44453000,48591000,21893000,18262000,9411300,91302000,72520000,4810150,4129300,9399100,9780700,71454000,32290000,64236000,42297000,10223000,19228000
O14950,30415000,1370400000,319140000,326970000,326400000,346620000,32509000,532200000,163670000,88492000,482730000,32983000,2330800,52678000,40444000,1712000000,257500000,647110000,641780000,444810000,359870000
O14979,24690000,484340000,202950000,144080000,58595000,151320000,133560000,39593000,17667000,84183000,213560000,10771000,2537155,27453000,27774000,451270000,69438000,283610000,113930000,112260000,140050000
O15400,14367000,171360000,236390000,270340000,78626000,66712000,44567000,42411000,26947000,41157000,214010000,7022000,980827.5,15565000,12587000,391540000,26296000,361200000,202550000,143160000,148800000
O43301,4143600,465860000,96367000,283890000,3649100,4989000,67095000,1795500,948490,5107200,48515000,5740600,363700,30243500,4475600,56354000,7474900,138770000,18740000,23421000,68039000
O43399,177300000,691730000,282500000,495850000,179780000,309210000,125210000,49185000,6272500,62222000,680750000,45890000,10765963,139660000,139170000,624380000,20717000,421490000,301120000,146470000,269630000
O43488,14657000,275020000,423870000,122750000,168730000,145990000,114760000,154460000,47651000,32022000,192650000,8414730,349280,6331900,12037000,871780000,190120000,294440000,357190000,253800000,356530000
O43681,55439000,221480000,249130000,98801000,97404000,191620000,98782000,58938000,14214000,83426000,128390000,18979296,6874200,33402000,50610000,358480000,61433000,213000000,252280000,214160000,186250000
O43765,23272140,173710000,216110000,82765000,50234000,49766000,89110000,74990000,9460100,32734000,113510000,5955900,2331300,14838000,24349000,216770000,28243000,66626000,77931000,69556000,92480000
O43852,5909000,784820000,127390000,194570000,219110000,91811000,170190000,24878000,23631000,164770000,134740000,2516900,5783961,47952000,34225000,517100000,41018000,368710000,372650000,136530000,258950000
O60313,11527000,104300000,118200000,33451000,14266000,26381000,31695000,21113000,77953350,14237000,48738000,33907000,18921000,4783700,13213000,72320000,4911400,126860000,59161000,43827000,31155000
O60506,13732000,621510000,157840000,380630000,216750000,105740000,159790000,171840000,34055000,115410000,309640000,105440000,7125574,18947000,27020000,642820000,90873000,462440000,191840000,195320000,106220000
O60701,3307100,243980000,49802000,61186000,96962000,17311000,77443000,9796800,5562800,7835400,107570000,819260,167400,4264600,23914000,190740000,49450000,53080000,137380000,35432000,165140000
O60716,32683000,448610000,161610000,123300000,87895000,56237000,24523000,46793000,4284400,51646000,119900000,1602500,1029157,16187000,11503000,309730000,19465000,169350000,97208000,81911000,115420000
O60749,23369000,158910000,80054000,102670000,88654000,114360000,14116000,65124000,11445000,70293000,161920000,1212900,8221043,35845000,40705000,205660000,72291000,142680000,86779000,117450000,208660000
O60763,54688000,214100000,220460000,154970000,5040900,241920000,105920000,65747000,1955700,14060000,145150000,22097000,2366065,60310000,45368000,353000000,68049000,294260000,249880000,101230000,136690000
O75116,11776000,274210000,47093000,34019000,92287000,112700000,23703000,28149000,14912000,78304000,200870000,1657933,3166100,15129000,23306000,203320000,42334000,180340000,34860000,46672000,89437000
O75306,14429000,299900000,40797000,25766000,49027000,10545000,34354000,23719000,27913965,39791000,122960000,12156000,1638200,6524600,10750000,268690000,9496200,60802000,42444000,45143000,74022000
O75340,53383000,492610000,195860000,149220000,70568000,177710000,39091000,25232000,43108000,46370000,139800000,8833600,872117.5,45040000,25069000,292610000,78275000,287790000,201090000,144510000,133760000
O75347,76212000,284890000,78120000,394800000,99005000,122910000,82109000,66748000,44635000,12860000,327330000,8190672,2917100,106510000,90810000,360100000,54802000,336910000,331840000,111470000,187630000
O75368,91544000,587230000,629960000,549140000,308530000,193330000,62991000,150810000,92315000,178830000,382800000,18615000,8199635,84351000,58165000,968530000,187800000,611950000,307260000,152850000,406890000
O75533,4084400,329270000,56722000,65176000,85790000,44666000,57753000,51908000,4905100,49682000,163670000,2638301,2888200,1961200,134150,265810000,23667000,167550000,44908000,49501000,88693000
O75828,113530000,558670000,253520000,75565000,60851000,119020000,374070000,43746000,6430100,9670400,107500000,13654000,3233416,33759000,101680000,246690000,64187000,120640000,124110000,88357000,98222000
O75874,39871000,541340000,237030000,355610000,205300000,240160000,244040000,140360000,54168000,70156000,314370000,4021500,1591597,117360000,66029000,671030000,253180000,302810000,240340000,115060000,611210000
O75915,984180,297190000,203580000,185820000,17419000,165140000,26948000,134530000,19269000,11007000,183720000,18110000,2868215,7395800,9041900,284870000,35511000,248420000,166450000,141690000,214170000
O75947,34382000,582140000,418630000,156930000,100190000,122050000,36624000,39417000,23517000,17227000,277870000,672500,8723612,31628000,7424600,702240000,88898000,417690000,92277000,153450000,112290000
O75955,53917000,139920000,186820000,180170000,128080000,81463000,173210000,89344000,73576000,30970000,362290000,24110000,4539420,58600000,28993000,236710000,64205000,204820000,186010000,194860000,88546000
O75964,62688000,389350000,249340000,231890000,135220000,122320000,119310000,75445000,12053000,83040000,173520000,3119200,1237724,43591000,29904000,507830000,78837000,335130000,172320000,207990000,174150000
O94760,168870000,77952000,115360000,133830000,20624000,124260000,86498000,45812000,2914500,12544000,74311000,42322000,3038497,60446000,20974000,413640000,11583000,8988900,50392000,42973000,276160000
O94903,50745000,113650000,100170000,23582000,22334000,39029000,43438000,2943400,64893633,2410800,38988000,4143900,265650,15412000,23071000,84818000,7481500,39636000,49492000,73230000,36079000
O94905,37813000,120940000,229910000,164560000,144870000,62754000,122530000,89665000,1961800,55408000,200130000,15877000,6987418,27647000,23332000,410500000,45900000,231330000,255290000,184880000,152360000
O95336,52536000,239220000,263160000,181630000,140730000,71000000,141980000,53833000,29343000,92730000,152960000,2730600,3342237,41062000,36115000,523240000,163440000,217770000,220180000,154780000,367660000
O95394,11363000,5994200,43922000,83652000,66018000,15264000,17383000,2231700,5150300,8052600,12194000,14638000,1744600,20713000,13417000,39610000,34155000,46048000,51239000,18265000,153080000
O95747,27888000,186620000,147700000,305530000,162670000,82217000,92487000,143480000,107500000,107850000,170320000,12241500,675560000,58284000,55584000,206150000,95205000,375660000,93707000,121460000,133330000
P00390,58720000,383510000,324460000,209180000,66025000,277510000,67718000,264580000,35936000,130430000,334630000,6145500,7529040,62363000,58978000,669920000,76975000,462560000,220560000,198370000,209290000
P00492,22485000,176630000,129010000,34712000,17039000,138880000,60346000,14932000,32808000,8761700,128530000,6863200,3275873,12446000,21154000,178810000,4522000,169090000,80401000,47503000,86170000
P00533,9866400,307550000,31526000,41095000,33338000,160860000,2547600,15792000,4086300,130590000,176060000,2229400,252460,5164100,3397300,343110000,11878000,69918000,47456000,57091000,47769000
P00568,77008000,838930000,165890000,334450000,621190000,303950000,34405000,110120000,228490000,54941000,315540000,541270,1116337,130770000,80686000,662160000,716720000,588450000,258930000,125930000,821190000
P01008,5655600,75957000,324790000,49374000,89014000,40662000,16946000,46542000,456350000,1502100,12487000,5100400,1701200,11426000,91671000,42055000,299950000,87722000,84941000,195640000,27489000
P01019,2799100,50060000,142690000,50770000,107680000,27516000,10221000,61656000,207150000,23228000,120820000,1434800,5434665,5982600,30250000,37138000,79012000,151550000,217260000,144790000,47226000
P01031,1330900,70002000,40786000,2241000,51590000,23615000,4360500,18153000,225860000,3377800,24874000,2778400,9045000,6367200,13073000,14171000,36610000,48291000,36266000,51038000,11708000
P01042,4087300,212070000,310230000,73565000,240010000,18870000,29244000,66690000,402670000,19499000,39340000,22172000,10562300,11240000,54966000,161480000,87042000,218960000,389500000,282310000,173610000
P02511,279130000,180320000,691810000,55002000,76189000,126180000,199640000,32892000,6265400,31652000,96938000,16404498,18278000,57238000,64434000,124120000,61322000,1077600000,65478000,238570000,105140000
P02652,42923550,80410000,584620000,456270000,79375000,24872000,13883000,18673000,402850000,32723000,326260000,17503000,89178000,60400000,2278500,81609000,56551000,418600000,507060000,276480000,254970000
P02743,2003600,10717000,15692000,6379700,24484000,19530000,12381000,5213600,59610000,1835800,693660,1163800,376730,1837300,17603000,35162222,49612000,365420000,8048600,28422000,2261600
P02749,10703000,572790000,442720000,478130000,1000500000,502280000,63225000,448830000,1347100000,110220000,227330000,41276322,5070000,67501000,101750000,455560000,430610000,955120000,1019100000,866150000,211530000
P02774,6569400,385660000,696080000,113110000,209290000,124530000,101640000,150910000,1191500000,61684000,186830000,15710000,13059567,12330000,165150000,407040000,122500000,329770000,686540000,720250000,303850000
P04003,8838600,184390000,104220000,41840000,403780000,192350000,9149100,100670000,383180000,9568700,22770000,6712400,1984400,49763444,20565000,142260000,109480000,190780000,55588000,109680000,13793000
P04179,120970000,447980000,1193900000,482380000,183730000,497320000,294520000,63866000,57008000,114720000,325600000,10882000,7295312,31036000,59658000,730820000,15110000,996750000,514510000,407060000,176150000
P04217,5448800,123880000,120410000,57988000,239120000,103340000,38594000,130940000,490900000,4585600,56240000,1227900,9080300,29677000,138480000,103000000,131990000,179090000,276560000,227470000,37381000
P04275,29885000,98509000,78813000,11993000,26180000,32327000,33555000,148940000,56923000,26933000,9728000,12937600,2315500,15992000,6949800,53511000,131830000,215910000,97970000,112430000,9355900
P04792,133750000,3163100000,1083100000,464450000,2442500000,1055600000,225000000,307860000,347840000,319010000,649880000,28454000,7888340,129560000,123130000,2489700000,719790000,2336400000,3403700000,980530000,2481900000
P05026,38784000,972440000,329500000,579110000,413960000,116020000,320470000,61202000,7902500,102270000,379510000,6568800,6577330,26086000,27608000,691420000,173880000,1208100000,206200000,72155000,562900000
P05155,17749000,143970000,288850000,63929000,136820000,33150000,34819000,57255000,188330000,10328000,55789000,16069000,631993.3,41267000,56072000,94682000,102350000,197080000,146950000,156340000,86205000
P05198,29645000,472110000,65009000,143840000,23957000,133010000,152470000,25649000,9842000,65869000,102290000,8936100,2493344,33395000,32389000,242030000,27746000,283180000,69843000,19086000,81169000
P05387,51616000,1084500000,291520000,581850000,129660000,104440000,171670000,135760000,25968000,208490000,358920000,1585600,1107419,65352000,49475000,1185000000,48925000,617660000,308220000,195200000,356630000
P05413,22521000,53834000,68024000,65627000,108010000,95313000,61039000,71156000,20517000,20889000,54307000,3168100,1802500,6826600,6180100,211620000,92998000,74918000,50274000,50655000,248100000
P06737,19263000,263150000,60127000,18233000,53278000,108170000,167590000,45275000,9033500,17704000,81188000,68503000,31398838,6955900,1692100,206830000,53428000,213630000,38716000,22664000,95534000
P06748,54749000,4136200000,781490000,1331300000,257130000,568490000,151580000,264410000,59062000,351410000,555880000,15603000,2694977,164170000,130010000,1505700000,136490000,3124300000,1084300000,592810000,729950000
P07203,28974000,511150000,253140000,295640000,64967000,68615000,92441000,154860000,44831000,101610000,237400000,13420000,1773530,103200000,43091000,370070000,81523000,241240000,74326000,51783000,167110000
P07437,117660000,4164800000,1774700000,2436300000,1335700000,1302700000,680840000,315280000,481510000,489100000,1671300000,28159000,15730748,173610000,208850000,3699100000,1110800000,7132900000,1777300000,1164300000,2427400000
P07858,14439000,866950000,365330000,400810000,179070000,296460000,282880000,139520000,30135000,121110000,237570000,29468000,1031192,39429000,46559000,439610000,73110000,807180000,321710000,219290000,338170000
P07954,22931000,415260000,141190000,47297000,32165000,31220000,62319000,81055000,44800000,59122000,102480000,16532180,4301100,18413000,10966000,313030000,37062000,99304000,56210000,33395000,69601000
P07996,319030,1692500000,33562000,206700000,55234000,153630000,7868000,73077000,162320000,3902200,7736300,253710,575890,24062320,872900,2715500,20097000,201050000,4421700,91108000,726910
P08237,65099000,336190000,349760000,150030000,67017000,42899000,27043000,58785000,3867800,9632200,260640000,5515000,4780662,77253000,40736000,394300000,32834000,258680000,103520000,73400000,144320000
P08574,42293000,408530000,145000000,149300000,141940000,187200000,143490000,93939000,24589000,94540000,116470000,8987700,1376254,23202000,30641000,386120000,24040000,183630000,156180000,53293000,75770000
P08603,1385700,393020000,117670000,26636000,169150000,63482000,217470000,97716000,533710000,4808500,36328000,548010,8138720,23849000,57865000,70621000,80299000,165740000,86285000,159140000,24847000
P08865,42084000,1002900000,295530000,379810000,160770000,356130000,146530000,100820000,37489000,262200000,287650000,422020,722200.3,55249000,48182000,776050000,187260000,698680000,239890000,181810000,419540000
P09488,737390,260500000,913400000,88756000,161400000,15859000,54242000,686830,13323000,8116200,273720000,467570,51825,8105600,25703467,1669800000,50905000,40590000,17600000,20350000,834810000
P0CG39,1558900,8182400,320780000,36059000,21923000,13228000,46974000,10098000,14666000,5246400,43370000,11986000,5329365,16436000,4929000,5339500000,68516000,95814000,133310000,209950000,65023000
P0DOX7,382090,15871000,100190000,52143000,101440000,15370000,52609000,13579000,145170000,15646000,7996200,447340,3138800,5972700,2497800,16600000,116560000,56876000,138030000,55759000,89635000
P0DPI2,86348000,1343400000,1029800000,285360000,214530000,139850000,147440000,183540000,31929000,243710000,701430000,14033000,4139497,71433000,164030000,1230700000,49125000,581460000,753300000,338990000,155200000
