Sample,LFQ_Int_CP35491,LFQ_Int_CP10882,LFQ_Int_CN06567,LFQ_Int_CP16894,LFQ_Int_CP22324,LFQ_Int_CH10571,LFQ_Int_CN30310,LFQ_Int_CP19452,LFQ_Int_CM5736,LFQ_Int_CN14704,LFQ_Int_CN39836,LFQ_Int_CP28844,LFQ_Int_CP34310,LFQ_Int_CP34241,LFQ_Int_CP34736,LFQ_Int_CP21176,LFQ_Int_CP24232,LFQ_Int_CN29552,LFQ_Int_CN36290,LFQ_Int_CP23023,LFQ_Int_CN35769
Label,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade
P12111,83028000,2527200000,876080000,591430000,1064300000,928000000,1111900000,1620200000,2065000000,2371300000,889140000,53071000,471790,196640000,212270000,978540000,2203100000,2271100000,2108200000,1128300000,742210000
P12236,163260000,1016200000,714380000,556060000,182270000,409140000,445250000,316620000,51320000,111310000,597420000,33487000,4672800,273930000,90317000,1257000000,135600000,1468100000,600110000,356460000,495830000
P12277,18203000,1581600000,486760000,42484000,372550000,2836900,627860000,128500000,47603000,44662000,197990000,5374400,352350,6136700,9284100,451290000,224170000,18658000,148890000,418740000,418220000
P12429,66282000,212190000,2400200000,621130000,13097000,406990000,1494100,240800000,1492100,32912000,214230000,65271000,214790,76515000,164130000,359200000,4746700,73542000,29440000,188010000,9541200
P12956,81144000,602630000,358460000,322760000,226090000,316100000,298000000,174120000,52692000,212030000,350930000,28781000,2636900,48257000,44461000,938400000,158020000,392390000,261020000,228940000,271000000
P13010,74815000,653130000,356110000,207040000,99104000,92228000,91703000,118680000,11383000,117410000,257590000,5218600,106470,26072000,3221200,826020000,151500000,279540000,267710000,195550000,240130000
P13489,81920000,2127300000,752100000,894490000,597360000,382210000,384450000,227420000,224750000,383600000,475580000,32189000,82072,103580000,84211000,2091100000,450350000,602770000,429640000,408570000,776970000
P13611,48245000,138080000,243850000,304650000,166300000,46664000,108500000,30428000,184310000,225840000,68247000,160230000,17292000,876110,183760000,49164000,8983300,140640000,46043000,43433000,11221000
P13639,74311000,1830300000,569180000,491310000,365370000,455930000,189890000,178230000,79633000,302220000,626930000,8040400,746910,113740000,88721000,1332300000,280030000,848310000,382970000,266580000,672440000
P13667,57242000,1006600000,323390000,288450000,273750000,363060000,582340000,166160000,54474000,314970000,567870000,4329700,792150,89372000,81850000,1054400000,174790000,584790000,336400000,270450000,687570000
P13797,747010,144990000,6212100,8533200,46434000,21471000,1809300000,2525400,10204000,6237200,10411000,751770,358470,1008900,1669700,13377000,18316000,27807000,17944000,14096000,21033000
P13861,21339000,336480000,82664000,138950000,42687000,80549000,5507500,66240000,11172000,65323000,117750000,123480000,27212000,39068000,4554100,216980000,151740000,210900000,182260000,75382000,116260000
P13987,154110000,968320000,860250000,309270000,440320000,938780000,597390000,258980000,3521900,143580000,670710000,29720000,963880,78805000,115520000,1059100000,142600000,621080000,448180000,635880000,850830000
P14136,1341800000,1218500,18311000000,47248000,122380000,41098000,1326000000,54348000,5547000,2081000,346740,138940,141580,623890,151480,3781500,14694000,56794000,9043800,34695000000,1334000
P14174,1238700000,4506900000,5420100000,1862900000,818080000,1848700000,497140000,1455500000,227670000,246460000,1856400000,89354000,3803200,669570000,516450000,5750700000,827810000,1669400000,11337000000,4628500000,1564600000
P14314,74792000,613790000,439500000,321830000,77271000,249240000,230270000,245020000,21807000,106970000,453750000,38886000,2981000,78303000,57764000,744310000,60492000,551320000,563290000,305550000,314890000
P14406,33045000,405780000,115640000,172290000,49053000,178900000,164410000,52036000,13551000,103720000,228090000,31734000,1768500,21675000,26490000,363640000,63235000,152140000,61769000,159630000,42114000
P14618,893360000,16175000000,8568100000,5351500000,3621800000,6436100000,1368000000,2361300000,1087600000,1010900000,5679400000,325930000,51871000,1140500000,1067500000,8181600000,3241700000,8361700000,10331000000,10306000000,5880400000
P14625,165060000,2997400000,1245400000,1694000000,790750000,889200000,1351300000,610000000,220650000,646590000,1216500000,149600000,20356000,278290000,305560000,2032300000,437290000,4307600000,1123900000,648750000,810770000
P15104,38716000,859760000,438640000,148420000,58767000,73065000,189080000,182780000,2698000,5275500,62581000,1057200,4523200,230800000,24568000,125520000,65596000,111730000,1293200000,146020000,59408000
P15121,97399000,764750000,267210000,222130000,188420000,295510000,184050000,217770000,50096000,132580000,380610000,4855900,1934800,189010000,78571000,888830000,143500000,687810000,248360000,95314000,372320000
P15311,70659000,452970000,1229800000,260530000,766270000,216530000,28894000,28596000,9409600,143800000,267860000,1673800,252640,17080000,88827000,1070400000,188180000,432520000,631550000,623090000,984740000
P15880,73778000,596090000,218280000,211930000,205420000,154870000,86423000,128600000,44294000,121100000,301060000,20037000,1770400,231330000,13424000,443490000,74351000,466670000,100050000,130430000,265390000
P15924,88326000,412370000,292630000,433080000,443260000,260310000,10942000,400680000,37299000,198010000,755700000,18638000,417440,168890000,110920000,1268700000,166950000,703550000,899260000,1248600000,826880000
P16152,89334000,618030000,645290000,260120000,228480000,303160000,217940000,83274000,88505000,80729000,457510000,51576000,2726400,46980000,75803000,1017700000,158960000,543260000,207470000,158860000,379710000
P17174,35640000,275010000,214640000,124860000,13167000,31228000,86626000,26986000,9305100,4974600,133310000,9241100,757960,95720000,36022000,252870000,4051100,35222000,57968000,55105000,82938000
P17655,64576000,1096400000,426610000,397690000,289980000,481810000,28396000,98348000,45520000,157540000,224550000,27432000,1500500,62969000,40598000,603060000,164130000,316360000,267490000,224710000,555480000
P17844,41465000,279790000,80739000,122120000,84078000,116860000,100190000,45865000,1920000,35755000,180660000,983800,289840,15513000,54658000,85922000,56100000,336820000,57501000,89725000,70848000
P18085,45358000,342580000,75825000,233370000,164980000,390730000,64981000,33475000,26744000,79269000,153530000,114260000,40274000,142450000,41284000,430580000,87944000,400100000,207840000,111450000,266970000
P18206,82224000,1165200000,586330000,461110000,295380000,339190000,139100000,293290000,142120000,111450000,585210000,58363000,2928000,114660000,120900000,1241000000,186400000,648170000,369690000,486210000,556670000
P18621,41198000,519150000,53360000,229400000,36925000,177900000,83735000,18713000,12069000,88128000,278180000,675230,2661900,10869000,3760700,387250000,54055000,456480000,99043000,52014000,39095000
P18669,120940000,1851300000,1858700000,1263900000,503290000,504550000,372360000,399500000,166180000,170070000,1163300000,29773000,22761000,216360000,139200000,2380900000,441960000,1215200000,1566800000,633710000,1873500000
P19338,140270000,1228600000,310710000,487380000,165120000,411410000,228410000,309710000,57874000,456060000,365360000,4905900,196500,118790000,159720000,889770000,108680000,909380000,156290000,264880000,355350000
P19367,70912000,397710000,321980000,119130000,263470000,73594000,106070000,16538000,13243000,4009700,74309000,11085000,222990,20166000,36607000,91873000,35712000,158220000,45095000,28725000,120140000
P19623,21924000,105830000,139480000,54541000,96923000,31763000,57120000,8925800,11648000,14901000,76547000,6716900,446980,9463700,9849700,375190000,80700000,127750000,111390000,17269000,161510000
P19823,2085800,151100000,659230000,105610000,276070000,122300000,86917000,71326000,924450000,7146700,229080000,11056000,1482500,30545000,63325000,162630000,297850000,485820000,539700000,286430000,99241000
P20340,86514000,1321900000,230960000,941530000,400890000,374020000,528440000,102330000,24605000,60998000,407080000,70773000,37688000,143120000,75221000,1229800000,188190000,985920000,227830000,173860000,172870000
P20700,95511000,949210000,308000000,487800000,226610000,205630000,169190000,61886000,41123000,137800000,480750000,79983000,2107800,102770000,48522000,824430000,142610000,366900000,438310000,237720000,240800000
P20774,40102000,11229000000,412450000,1877200000,1295100000,2232900000,131350000,1273400000,20280000000,899600000,430160000,79137000,17193000,521010000,1975200000,2397000000,3872200000,969370000,1322600000,2302200000,535790000
P21333,107190000,1224100000,481150000,552200000,418600000,482010000,151390000,260510000,250640000,234860000,569110000,19336000,1158600,129630000,78208000,1319500000,307130000,1958100000,504590000,511880000,746910000
P21399,19485000,263200000,83691000,141330000,86352000,46515000,77584000,50836000,17580000,76489000,139540000,2574800,132330,64324000,35342000,232510000,105190000,95128000,43468000,55749000,172880000
P21589,125060000,736200000,51243000,228630000,280410000,290030000,4358100,181770000,34700000,17751000,103500000,22191000,657040,5056700,40696000,772780000,59987000,216040000,184630000,127380000,1001900000
P21810,51112000,13563000000,260560000,1376900000,782030000,1834700000,196400000,2476800000,11232000000,474610000,311910000,214920000,18717000,179930000,1246700000,2462000000,6899100000,1503600000,731360000,1857600000,519110000
P21912,19460000,241170000,191530000,62193000,55271000,64211000,39151000,44503000,7640000,26811000,123890000,1697300,737690,5398000,11787000,429030000,27009000,334340000,69342000,61932000,32894000
P21926,113070000,2826300000,577840000,247930000,625090000,546940000,25186000,355390000,38774000,173090000,400310000,88703000,4165100,120590000,70218000,1530300000,100330000,624720000,794450000,2324700000,507110000
P22061,34984000,399930000,520570000,262550000,186880000,185490000,114970000,62589000,30551000,19521000,215470000,2420800,1612300,34221000,67778000,587080000,110240000,376540000,776750000,427420000,194370000
P22105,497230,2747100,22066000,68479000,172890000,413240000,18341000,40724000,181300000,65772000,3763400,484920,134140,21422000,119810000,9427400,36886000,138770000,136090000,233880000,40568000
P22314,58489000,1371500000,642660000,904420000,697760000,465260000,341840000,166080000,153970000,307430000,614700000,12766000,1450600,120400000,42772000,1704400000,421030000,1047100000,468020000,515510000,684670000
P22392,366180000,2310700000,1223600000,1269600000,398790000,1234100000,470990000,469320000,75463000,283080000,1098900000,34450000,8439100,389970000,379610000,1522200000,278570000,1166700000,894530000,541240000,1154600000
P22626,222960000,2649300000,1186800000,1293500000,532950000,915460000,536110000,525210000,102170000,404240000,891800000,74939000,6078900,207260000,184570000,2127100000,334700000,1944800000,750130000,877770000,825800000
P22695,40683000,859990000,135700000,174890000,92509000,222340000,159300000,152670000,13874000,175340000,179580000,6849800,962080,36369000,28989000,616370000,69029000,487220000,143220000,150620000,97264000
P23246,88773000,1524400000,589560000,627980000,259680000,279210000,149700000,115150000,72724000,167550000,504060000,12337000,1827000,77479000,109050000,1202600000,221820000,933330000,349500000,359490000,467800000
P23284,105650000,1265900000,459550000,947300000,283670000,496880000,504250000,666630000,126670000,550350000,706340000,36830000,3227900,208620000,156010000,1161900000,232640000,1093700000,498740000,641960000,588960000
P23396,157840000,1039200000,395210000,452920000,157980000,282710000,127630000,148410000,50483000,184090000,456740000,17439000,78243,183290000,41733000,577230000,144270000,566910000,238960000,288120000,364040000
P23526,184850000,541950000,383220000,254210000,174300000,458050000,134110000,244860000,79512000,128260000,326030000,30569000,1741600,119570000,87796000,683290000,138760000,519720000,206200000,190590000,375680000
P23528,427560000,5249100000,1868000000,2190100000,2556700000,2057300000,831150000,834800000,858940000,513940000,3032000000,107530000,27349000,936530000,545950000,4115700000,1705700000,2284600000,1830700000,1241900000,2771100000
P23634,114660000,939880000,574400000,437940000,324530000,664770000,236270000,133100000,10407000,232170000,409720000,23128000,6277400,59889000,33920000,871410000,192150000,585580000,598280000,462380000,520560000
P24534,50793000,902410000,165860000,236530000,92090000,143990000,9321600,22481000,23800000,142180000,250400000,4408600,3217500,70066000,31653000,405020000,58709000,304860000,93224000,118590000,214690000
P24752,107050000,1132500000,315400000,178340000,282480000,353310000,158870000,243350000,46651000,240560000,304510000,3626500,644550,30929000,34308000,802650000,131940000,453510000,213610000,174880000,325020000
P25705,455550000,2903100000,1426500000,1265600000,649920000,945600000,667990000,537640000,152290000,352060000,1196900000,94387000,11534000,352740000,372310000,2910700000,437350000,2833900000,1130700000,1225100000,839690000
P26038,366110000,1658100000,1218200000,842560000,1066100000,784990000,158950000,310010000,205540000,322120000,881320000,181800000,3142900,350660000,245440000,1711600000,570600000,2502100000,804460000,695000000,1728200000
P26373,107080000,1143100000,287920000,693040000,96891000,536670000,50062000,132800000,59666000,54170000,640050000,16618000,1970700,159060000,82412000,1174600000,188050000,1219900000,444800000,164730000,266420000
